id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
8,37,208,179,486,190,506,184,496,22.020969027794326,12.20340431695504,34983.0,34608.96153846154,33879.0
9,37,325,146,454,164,475,154,464,22.02134831894825,19.096778636990837,34691.0,34308.18769230769,33606.0
12,37,320,28,184,41,213,34,198,31.980778782887786,12.990649558047304,33677.0,33541.6,33339.0
18,37,232,65,249,84,265,74,256,21.748547173045832,13.673852392888902,33417.0,33333.620689655174,33238.0
19,37,171,65,202,77,220,70,211,19.828655990708544,11.389171264579058,33401.0,33331.26900584796,33156.0
24,37,231,10,653,29,669,19,660,21.75610648510146,13.656256741753117,36360.0,35186.44155844156,33580.0
28,37,383,140,343,160,368,151,356,29.43148578601878,18.337447884697685,33495.0,33376.1409921671,33248.0
29,37,328,93,347,108,371,100,358,25.758730464096075,16.35580004530354,33370.0,33299.865853658535,33217.0
32,37,464,124,402,145,430,133,417,31.022126942766153,19.90481870312948,33990.0,33706.77370689655,33194.0
33,37,327,170,375,183,402,176,388,29.37056297415765,14.36611711983852,34045.0,33815.61467889908,33594.0
43,37,214,152,516,172,531,162,522,21.67319692177594,13.213823846928207,35453.0,34889.65887850467,33855.0
44,37,171,118,494,131,509,124,501,15.788070113054884,13.795498884552316,35635.0,35084.06432748538,34623.0
50,37,453,376,240,404,259,389,249,29.9525737100782,19.365176618576644,34158.0,33774.7880794702,33559.0
53,37,224,316,240,329,260,322,250,21.692332951983783,13.199440011246024,33846.0,33667.43303571428,33393.0
54,37,249,323,281,340,298,331,289,17.809342794248536,17.809342794248536,33817.0,33600.39759036145,33441.0
58,37,261,272,276,291,294,281,284,22.840519467657934,14.821778135962969,33202.0,33159.36398467433,33088.0
59,37,247,256,222,268,245,262,233,25.368202690924317,12.631537368088606,33220.0,33175.64777327935,33118.0
65,37,193,258,342,273,357,265,349,15.675465136763439,15.675465136763439,33162.0,33127.41968911917,33098.0
66,37,274,313,351,324,377,318,364,28.905585043643875,12.312239474438126,33189.0,33144.03649635037,33066.0
78,37,305,210,770,229,789,219,779,19.710694442607448,19.710694442607448,34218.0,33934.22295081967,33438.0
79,37,249,164,787,181,804,172,795,17.809342794248536,17.809342794248536,34119.0,33899.361445783135,33634.0
88,37,258,211,814,233,829,221,822,24.601736233764157,13.730533298407325,34554.0,34178.61240310078,33337.0
89,37,459,189,846,221,868,205,857,36.32446899177049,16.462888968076776,33964.0,33721.74509803922,33172.0
96,37,137,167,964,177,980,171,972,17.101451531505862,10.27208549705527,34624.0,34282.22627737226,33515.0
97,37,145,174,932,187,945,180,938,13.57482456862576,13.57482456862576,34804.0,34467.88965517242,34051.0
100,37,129,249,977,262,989,255,982,14.30339105140363,11.65077804150525,34876.0,34484.64341085271,33895.0
101,37,69,226,989,235,998,230,993,9.337473201948237,9.337473201948237,35549.0,35148.811594202896,34651.0
104,37,324,246,882,265,902,255,892,20.804795268707633,19.84632316601432,33247.0,33192.85493827161,33117.0
105,37,195,203,928,219,947,211,937,22.549496857513898,11.220493227329856,33228.0,33191.148717948716,33153.0
114,37,349,255,924,279,946,267,935,28.94715617855913,15.449949152760261,33201.0,33164.14326647564,33119.0
115,37,289,221,950,240,971,231,961,25.099161524403318,15.33524127768226,33224.0,33180.76816608997,33135.0
127,37,249,411,104,428,121,419,112,17.809342794248536,17.809342794248536,33943.0,33727.867469879515,33529.0
128,37,305,419,47,438,69,429,57,26.139201959779633,15.525775154202588,34214.0,33811.54754098361,33361.0
135,37,320,459,113,485,127,472,119,28.152287569196996,14.674737591222412,33972.0,33730.75,33466.0
136,37,212,439,145,459,157,449,151,21.954617422231657,12.473714901675597,34857.0,34217.36320754717,33457.0
139,37,305,484,70,503,89,493,79,19.710694442607448,19.710694442607448,33947.0,33702.26557377049,33466.0
140,37,270,464,46,485,62,474,54,22.600856180361358,15.229531796313493,33948.0,33752.95185185185,33457.0
143,37,236,524,129,536,151,529,140,24.159256455772816,12.619288552165031,36135.0,34691.84745762712,33361.0
144,37,184,539,100,552,116,545,108,16.903819995337816,13.881485949779044,34893.0,34186.92934782609,33721.0
153,37,208,591,132,606,148,598,140,16.779107888635245,15.796786430741587,34047.0,33854.94711538462,33489.0
154,37,251,520,171,540,187,530,179,21.8114017104902,14.76664828577928,34100.0,33889.62151394422,33499.0
163,37,223,609,185,624,202,616,193,17.88854381999832,15.90103925305998,33597.0,33469.86995515695,33318.0
164,37,193,573,213,588,228,580,220,15.675465136763439,15.675465136763439,33757.0,33571.9067357513,33364.0
171,37,109,589,58,600,69,594,63,11.783988514976622,11.783988514976622,33116.0,33089.76146788991,33060.0
172,37,145,538,30,551,43,544,36,13.57482456862576,13.57482456862576,33141.0,33110.503448275864,33085.0
179,37,145,494,221,507,234,500,227,13.57482456862576,13.57482456862576,33564.0,33470.52413793103,33326.0
180,37,145,477,267,490,280,483,273,13.57482456862576,13.57482456862576,33593.0,33439.979310344825,33164.0
186,37,69,431,173,440,182,435,177,9.337473201948237,9.337473201948237,33105.0,33083.31884057971,33051.0
190,37,145,487,158,500,171,493,164,13.57482456862576,13.57482456862576,33129.0,33098.64827586207,33072.0
197,37,69,449,384,458,393,453,388,9.337473201948237,9.337473201948237,34276.0,33996.057971014496,33425.0
199,37,69,423,370,432,379,427,374,9.337473201948237,9.337473201948237,34178.0,33857.52173913043,33299.0
202,37,45,469,354,476,361,472,357,7.542472332656507,7.542472332656507,34376.0,34176.75555555556,33939.0
203,37,69,441,340,450,349,445,344,9.337473201948237,9.337473201948237,34327.0,34029.42028985507,33770.0
207,37,249,426,485,443,502,434,493,17.809342794248536,17.809342794248536,33526.0,33444.93574297189,33332.0
220,37,193,466,502,481,517,473,509,15.675465136763439,15.675465136763439,33521.0,33435.77202072539,33317.0
227,37,145,451,545,464,558,457,551,13.57482456862576,13.57482456862576,33585.0,33484.87586206896,33395.0
228,37,249,407,540,424,557,415,548,17.809342794248536,17.809342794248536,33550.0,33450.413654618475,33304.0
259,37,193,542,916,557,931,549,923,15.675465136763439,15.675465136763439,33975.0,33853.072538860106,33674.0
260,37,193,520,955,535,970,527,962,15.675465136763439,15.675465136763439,34061.0,33862.61658031088,33656.0
