id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
8,85,305,178,456,197,475,187,465,19.710694442607448,19.710694442607448,34980.0,34484.396721311474,34083.0
9,85,249,108,485,125,502,116,493,17.809342794248536,17.809342794248536,35182.0,34723.301204819276,34240.0
14,85,266,36,222,53,240,44,230,18.912541091199664,17.928848513570426,33629.0,33485.92105263158,33292.0
15,85,317,39,173,55,198,46,186,25.368506527908135,16.109123155187746,33663.0,33530.8738170347,33387.0
18,85,265,44,270,65,284,54,276,22.452589124191988,15.12333262361255,33861.0,33556.6,33368.0
19,85,211,67,201,82,222,73,212,23.837570078261965,11.801845664571188,33535.0,33443.55450236967,33287.0
20,85,351,37,250,64,267,50,258,29.466052317569126,15.444191044708441,33922.0,33570.83760683761,33392.0
21,85,396,9,266,33,285,21,275,25.908562088752454,19.806683742357055,33667.0,33486.583333333336,33234.0
36,85,193,96,413,111,428,103,420,15.675465136763439,15.675465136763439,33617.0,33498.43523316062,33396.0
37,85,348,148,430,176,444,162,436,30.436924205679205,14.800680829711423,33892.0,33687.15517241379,33309.0
39,85,272,143,398,164,414,153,406,22.80490931221308,15.306814430479713,34000.0,33804.59926470588,33515.0
40,85,365,173,372,194,393,184,381,23.9295770446167,19.825154283212072,34075.0,33797.19452054794,33478.0
43,85,127,147,488,160,501,153,494,16.254762578783218,10.483053836112704,36863.0,36160.95275590551,33651.0
44,85,45,147,510,154,517,150,513,7.542472332656507,7.542472332656507,36863.0,36796.91111111111,35420.0
45,85,318,119,302,141,319,130,310,23.393665051097496,17.418465601830054,33508.0,33418.93710691824,33305.0
46,85,362,73,348,95,370,85,360,26.65039344284651,18.27545614972248,33595.0,33423.21270718232,33255.0
48,85,249,165,328,182,345,173,336,17.809342794248536,17.809342794248536,33557.0,33434.49397590361,33305.0
49,85,369,107,357,129,377,118,366,23.837584331784356,19.758355575939092,33531.0,33409.0352303523,33243.0
50,85,576,358,189,384,216,369,203,30.115356126787013,24.83492722890117,34192.0,33847.91840277778,33185.0
53,85,433,343,219,369,240,356,229,27.73278184226979,20.122615656624916,33897.0,33679.7182448037,33279.0
54,85,305,298,298,317,318,307,308,22.357842009916418,17.398235440420983,34057.0,33726.82950819672,33420.0
59,85,367,275,239,294,263,285,251,24.969658338266747,19.158518769900546,33591.0,33465.803814713894,33346.0
61,85,145,305,276,318,289,311,282,13.57482456862576,13.57482456862576,33780.0,33622.77931034483,33312.0
62,85,193,244,293,259,308,251,300,15.675465136763439,15.675465136763439,33573.0,33470.20725388601,33355.0
68,85,109,258,353,269,364,263,358,11.783988514976622,11.783988514976622,33615.0,33462.79816513762,33188.0
69,85,123,236,338,245,353,240,345,16.06490898863134,9.784673596925652,33636.0,33467.51219512195,33197.0
71,85,145,301,339,314,352,307,345,13.57482456862576,13.57482456862576,33766.0,33629.1724137931,33385.0
72,85,109,322,367,333,378,327,372,11.783988514976622,11.783988514976622,33870.0,33694.99082568807,33400.0
80,85,193,155,788,170,803,162,795,15.675465136763439,15.675465136763439,34315.0,34114.16580310881,33600.0
82,85,298,175,748,190,770,182,758,23.49639412575367,16.25963833934121,34062.0,33853.68456375839,33280.0
84,85,351,167,843,184,866,175,854,24.496293108721083,18.346459947155818,34094.0,33574.635327635326,33402.0
85,85,307,211,756,227,781,219,768,28.148939592888578,14.19322208737009,33984.0,33762.98697068404,33447.0
91,85,208,108,915,124,931,116,923,17.99786312102292,14.718763937040348,34075.0,33934.33653846154,33728.0
93,85,258,140,812,161,829,150,820,24.27457672365455,13.712515036592317,34214.0,33928.77906976744,33434.0
96,85,224,164,978,181,995,172,986,20.544858162743584,13.931467263485368,34698.0,34383.517857142855,33925.0
97,85,109,163,915,174,926,168,920,11.783988514976622,11.783988514976622,35913.0,35435.4128440367,34737.0
100,85,305,252,943,275,963,263,953,28.005751146670974,14.215257992458909,34547.0,34202.89836065574,33317.0
101,85,394,247,973,271,997,258,984,30.22315788190761,17.189987359432582,34460.0,34023.2461928934,33218.0
107,85,356,253,862,278,878,265,869,26.95326221502577,17.008760884921298,33680.0,33520.598314606745,33353.0
108,85,379,198,854,219,878,208,866,27.181834956737685,17.827574681252106,33569.0,33463.6253298153,33257.0
110,85,292,171,932,191,951,180,940,23.10547467339895,16.320860264907957,33396.0,33315.58561643836,33141.0
111,85,249,172,878,189,895,180,886,17.809342794248536,17.809342794248536,33361.0,33300.899598393575,33237.0
117,85,281,222,918,234,944,227,930,28.80981468410193,12.692316306067026,33444.0,33356.95017793594,33215.0
118,85,249,195,967,212,984,203,975,17.809342794248536,17.809342794248536,33572.0,33495.71485943775,33384.0
120,85,249,262,882,279,899,270,890,17.809342794248536,17.809342794248536,33557.0,33459.50602409639,33362.0
121,85,193,249,922,264,937,256,929,15.675465136763439,15.675465136763439,33666.0,33522.86528497409,33370.0
123,85,45,236,814,243,821,239,817,7.542472332656507,7.542472332656507,36863.0,36103.6,33881.0
124,85,45,202,817,209,824,205,820,7.542472332656507,7.542472332656507,36863.0,36220.84444444445,34284.0
131,85,96,416,27,425,39,420,32,12.675435561221029,9.626352718795768,33951.0,33809.21875,33610.0
132,85,175,396,36,407,53,401,44,18.5903200617956,12.117519783944473,33942.0,33707.75428571428,33477.0
135,85,293,468,123,492,137,480,129,25.861080890068923,14.576752536178045,34541.0,34096.7747440273,33639.0
136,85,285,439,136,464,149,451,142,27.59143564164247,13.534783510450985,34541.0,34143.67719298245,33149.0
139,85,874,405,84,450,109,427,95,49.326463501038,23.689401017581375,34045.0,33727.46109839817,33376.0
140,85,733,473,40,508,68,490,53,38.58116150433466,24.31809977508953,33928.0,33726.765347885404,33459.0
146,85,169,530,116,548,131,539,123,21.53391849528448,10.260329107691339,34988.0,34462.74556213018,34086.0
147,85,210,556,101,574,114,564,107,19.148542155126762,14.020393310154626,34529.0,33990.44285714286,33699.0
149,85,189,509,145,524,161,516,153,18.562704705180185,12.976030485866268,34812.0,34253.0,33630.0
150,85,203,522,134,538,150,529,142,19.099116886275628,13.607761492276822,34267.0,33942.901477832515,33561.0
156,85,158,614,157,628,170,620,163,14.677977993398258,13.694681588027827,34001.0,33700.537974683546,33146.0
157,85,249,598,130,615,147,606,138,17.809342794248536,17.809342794248536,33814.0,33615.47791164659,33365.0
159,85,109,551,154,562,165,556,159,11.783988514976622,11.783988514976622,33982.0,33795.11009174312,33662.0
160,85,69,523,185,532,194,527,189,9.337473201948237,9.337473201948237,34069.0,33892.07246376811,33573.0
167,85,193,563,227,578,242,570,234,15.675465136763439,15.675465136763439,33555.0,33435.62176165803,33351.0
168,85,145,563,183,576,196,569,189,13.57482456862576,13.57482456862576,33508.0,33380.75172413793,33167.0
172,85,305,546,61,565,80,555,70,19.710694442607448,19.710694442607448,33438.0,33325.62295081967,33226.0
174,85,145,615,64,628,77,621,70,13.57482456862576,13.57482456862576,33172.0,33139.86896551724,33080.0
175,85,145,601,93,614,106,607,99,13.57482456862576,13.57482456862576,33225.0,33178.137931034486,33131.0
180,85,145,477,265,490,278,483,271,13.57482456862576,13.57482456862576,33381.0,33289.379310344826,33176.0
182,85,193,504,210,519,225,511,217,15.675465136763439,15.675465136763439,33655.0,33481.91191709845,33156.0
183,85,145,500,229,513,242,506,235,13.57482456862576,13.57482456862576,33606.0,33476.47586206897,33367.0
185,85,109,459,268,470,279,464,273,11.783988514976622,11.783988514976622,33504.0,33390.46788990826,33193.0
186,85,69,430,188,439,197,434,192,9.337473201948237,9.337473201948237,33195.0,33164.536231884056,33123.0
192,85,69,510,188,519,197,514,192,9.337473201948237,9.337473201948237,33295.0,33243.289855072464,33191.0
193,85,69,462,204,471,213,466,208,9.337473201948237,9.337473201948237,33209.0,33172.739130434784,33141.0
195,85,193,598,201,613,216,605,208,15.675465136763439,15.675465136763439,33374.0,33293.668393782384,33197.0
196,85,145,627,184,640,197,633,190,13.57482456862576,13.57482456862576,33407.0,33281.28275862069,33191.0
199,85,69,427,421,436,430,431,425,9.337473201948237,9.337473201948237,33969.0,33657.391304347824,33355.0
202,85,193,493,331,508,346,500,338,15.675465136763439,15.675465136763439,33911.0,33709.95336787565,33523.0
203,85,274,445,331,463,349,454,340,19.318309457402602,18.060724819948334,33931.0,33689.5,33190.0
208,85,45,408,446,415,453,411,449,7.542472332656507,7.542472332656507,33875.0,33665.84444444445,33227.0
214,85,193,404,478,419,493,411,485,15.675465136763439,15.675465136763439,33429.0,33355.673575129535,33263.0
215,85,249,351,489,368,506,359,497,17.809342794248536,17.809342794248536,33357.0,33306.73895582329,33232.0
217,85,145,486,535,499,548,492,541,13.57482456862576,13.57482456862576,33373.0,33289.80689655172,33232.0
218,85,109,527,565,538,576,532,570,11.783988514976622,11.783988514976622,33417.0,33351.88990825688,33261.0
223,85,109,455,454,466,465,460,459,11.783988514976622,11.783988514976622,33552.0,33448.76146788991,33318.0
224,85,69,478,478,487,487,482,482,9.337473201948237,9.337473201948237,33653.0,33560.434782608696,33464.0
233,85,305,438,504,457,523,447,513,19.710694442607448,19.710694442607448,33508.0,33410.89836065574,33324.0
234,85,305,455,584,474,603,464,593,19.710694442607448,19.710694442607448,33494.0,33395.57049180328,33225.0
244,85,109,389,543,400,554,394,548,11.783988514976622,11.783988514976622,33367.0,33314.449541284404,33265.0
245,85,109,356,541,367,552,361,546,11.783988514976622,11.783988514976622,33394.0,33327.35779816514,33272.0
247,85,69,417,575,426,584,421,579,9.337473201948237,9.337473201948237,33418.0,33364.188405797104,33303.0
248,85,109,415,611,426,622,420,616,11.783988514976622,11.783988514976622,33451.0,33400.293577981654,33329.0
262,85,45,576,894,583,901,579,897,7.542472332656507,7.542472332656507,36742.0,35532.22222222222,33549.0
263,85,109,474,923,485,934,479,928,11.783988514976622,11.783988514976622,33634.0,33560.33944954129,33479.0
265,85,249,477,965,494,982,485,973,17.809342794248536,17.809342794248536,33538.0,33450.44979919679,33388.0
266,85,193,533,916,548,931,540,923,15.675465136763439,15.675465136763439,33612.0,33499.38341968912,33255.0
275,85,145,546,993,559,1006,552,999,13.57482456862576,13.57482456862576,33685.0,33556.26896551724,33341.0
276,85,145,582,960,595,973,588,966,13.57482456862576,13.57482456862576,33671.0,33584.19310344828,33452.0
278,85,193,502,1007,517,1022,509,1014,15.675465136763439,15.675465136763439,33705.0,33601.19170984456,33451.0
279,85,193,523,958,538,973,530,965,15.675465136763439,15.675465136763439,33735.0,33605.57512953368,33480.0
293,85,69,382,1071,391,1080,386,1075,9.337473201948237,9.337473201948237,34515.0,34238.10144927536,33935.0
