id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
8,61,249,172,443,189,460,180,451,17.809342794248536,17.809342794248536,34741.0,34406.81124497992,34106.0
9,61,336,106,470,124,490,115,480,22.22413336831499,19.594074324526225,34820.0,34432.86607142857,33771.0
14,61,249,35,216,52,233,43,224,17.809342794248536,17.809342794248536,33590.0,33462.56626506024,33323.0
15,61,316,33,167,50,190,41,178,25.11805567950046,16.29856205497932,33582.0,33395.4082278481,33104.0
18,61,302,47,264,70,280,58,271,25.527281291170425,15.538479766646944,33480.0,33375.291390728475,33200.0
19,61,252,60,188,76,209,67,198,23.715692822906863,13.689260239410785,33429.0,33320.86507936508,33204.0
20,61,295,5,240,29,254,17,246,25.86000903520875,14.700887744173976,33621.0,33460.01355932203,33327.0
36,61,249,90,406,107,423,98,414,17.809342794248536,17.809342794248536,33638.0,33524.100401606425,33286.0
37,61,327,142,411,167,427,153,419,27.439678579426307,15.571994768249477,33756.0,33570.9877675841,33396.0
39,61,280,152,380,170,400,160,390,22.556526448954695,15.952674021466065,33871.0,33740.225,33556.0
40,61,249,188,372,205,389,196,380,17.809342794248536,17.809342794248536,33938.0,33750.46184738956,33482.0
43,61,313,165,480,183,500,173,489,21.16667428526357,18.877791331116157,34954.0,34531.830670926516,33814.0
44,61,347,140,501,162,519,150,510,23.405954398193494,18.96897699364824,35185.0,34657.014409221905,33888.0
45,61,145,133,305,146,318,139,311,13.57482456862576,13.57482456862576,33318.0,33268.503448275864,33218.0
46,61,145,86,334,99,347,92,340,13.57482456862576,13.57482456862576,33335.0,33266.59310344828,33160.0
48,61,306,154,331,174,349,164,339,21.1977989382038,18.517464041218837,33465.0,33367.84967320262,33283.0
49,61,227,112,356,129,372,120,363,19.563006074114565,15.07133009475895,33447.0,33372.348017621145,33302.0
50,61,467,383,220,405,247,393,233,29.53504194886724,20.227294738477628,34003.0,33721.413276231266,33515.0
53,61,312,339,228,361,245,350,236,23.44567684729832,16.97505926084132,33810.0,33635.631410256414,33303.0
54,61,366,298,291,320,313,309,301,24.588227505641285,19.219123168128757,33889.0,33625.80601092896,33367.0
58,61,416,258,276,283,297,270,286,25.761167376097735,20.7285127808791,33559.0,33430.620192307695,33286.0
59,61,391,258,232,280,256,268,243,27.654309606475007,18.090672038708252,33384.0,33298.43222506394,33195.0
65,61,249,251,338,268,355,259,346,17.809342794248536,17.809342794248536,33248.0,33202.79518072289,33159.0
66,61,414,314,330,331,362,321,345,35.147208176905465,15.398206365016303,33392.0,33298.97342995169,33082.0
80,61,262,146,794,167,810,155,802,23.84537871819517,14.437703068146762,34091.0,33865.057251908394,33434.0
82,61,145,174,776,187,789,180,782,13.57482456862576,13.57482456862576,34088.0,33925.503448275864,33612.0
84,61,193,204,750,219,765,211,757,15.675465136763439,15.675465136763439,34315.0,34019.12953367876,33577.0
85,61,158,232,765,245,779,238,772,14.677977993398258,13.694681588027827,34131.0,33943.17721518988,33721.0
88,61,325,222,806,241,827,231,816,23.00768425038981,18.087465838639485,34298.0,34101.092307692306,33759.0
91,61,197,178,844,189,863,183,853,20.876236703085368,12.178036316579073,34371.0,33996.46700507614,33585.0
93,61,159,212,857,227,869,219,862,16.20775887106757,12.521204691790508,34347.0,34048.99371069182,33505.0
96,61,147,162,960,173,979,167,969,21.411971737762595,8.86374201452536,34924.0,34617.578231292515,33977.0
97,61,129,165,929,177,941,171,935,13.125512171623702,12.54412080014534,35561.0,35032.88372093023,34422.0
100,61,378,234,959,263,979,248,967,33.84378016256422,15.192888005620109,34260.0,33906.31216931217,33426.0
101,61,311,228,983,252,999,240,991,26.146846832357866,15.328476225610085,34374.0,34026.21221864952,33301.0
105,61,302,193,925,212,947,202,935,25.157105201062805,15.434005278445044,33308.0,33256.73178807947,33167.0
107,61,305,263,877,282,896,272,886,19.710694442607448,19.710694442607448,33371.0,33315.32786885246,33258.0
108,61,249,231,896,248,913,239,904,17.809342794248536,17.809342794248536,33437.0,33349.49799196787,33196.0
117,61,216,223,939,241,954,232,946,20.258195499575482,13.617354099063395,33373.0,33305.4212962963,33211.0
118,61,193,188,974,203,989,195,981,15.675465136763439,15.675465136763439,33413.0,33339.538860103625,33226.0
120,61,145,279,902,292,915,285,908,13.57482456862576,13.57482456862576,33371.0,33317.53103448276,33246.0
121,61,177,257,929,271,944,263,936,15.898178224211465,14.156161081366474,33492.0,33379.24293785311,33239.0
127,61,310,386,100,409,117,398,109,25.177344626541007,16.04220779630734,34265.0,33898.33548387097,33208.0
130,61,45,410,25,417,32,413,28,7.542472332656507,7.542472332656507,35012.0,34452.42222222222,33531.0
131,61,45,390,36,397,43,393,39,7.542472332656507,7.542472332656507,35039.0,34585.11111111111,33467.0
135,61,402,454,112,480,129,466,120,27.882125731790666,18.50964519309134,34004.0,33782.80597014925,33455.0
136,61,195,431,139,454,148,442,143,25.200732590084026,9.98871157729359,34575.0,34275.794871794875,33652.0
139,61,534,441,73,474,91,457,82,36.02174188151825,19.20802771241392,34024.0,33772.10112359551,33339.0
140,61,326,445,40,473,54,459,47,30.66716798064734,13.903901515783998,34142.0,33925.21472392638,33668.0
146,61,244,505,95,520,115,512,104,21.566678458332408,14.512757021577576,34064.0,33787.95491803279,33480.0
147,61,193,542,91,557,106,549,98,15.675465136763439,15.675465136763439,34015.0,33763.87046632124,33417.0
149,61,145,502,139,515,152,508,145,13.57482456862576,13.57482456862576,34268.0,34054.496551724136,33477.0
150,61,145,525,135,538,148,531,141,13.57482456862576,13.57482456862576,34384.0,34079.15862068965,33679.0
156,61,109,587,136,598,147,592,141,11.783988514976622,11.783988514976622,33932.0,33754.779816513765,33583.0
157,61,132,601,130,615,143,608,136,16.3568984220076,10.396284336560619,33770.0,33673.378787878784,33504.0
159,61,176,547,162,561,177,554,169,15.943193703214684,14.032301437493594,33966.0,33687.01136363636,33124.0
160,61,109,526,177,537,188,531,182,11.783988514976622,11.783988514976622,34366.0,34061.605504587154,33612.0
167,61,69,566,220,575,229,570,224,9.337473201948237,9.337473201948237,33831.0,33658.710144927536,33507.0
168,61,120,566,192,577,204,571,198,12.909944487358056,11.865917579353061,33604.0,33461.808333333334,33270.0
172,61,109,524,39,535,50,529,44,11.783988514976622,11.783988514976622,33523.0,33426.76146788991,33310.0
174,61,69,600,74,609,83,604,78,9.337473201948237,9.337473201948237,33125.0,33089.24637681159,33065.0
175,61,109,572,69,583,80,577,74,11.783988514976622,11.783988514976622,33114.0,33092.35779816514,33072.0
180,61,69,479,264,488,273,483,268,9.337473201948237,9.337473201948237,33426.0,33358.289855072464,33295.0
182,61,109,511,212,522,223,516,217,11.783988514976622,11.783988514976622,33602.0,33517.45871559633,33391.0
183,61,109,501,228,512,239,506,233,11.783988514976622,11.783988514976622,33603.0,33461.4128440367,33329.0
185,61,109,464,277,475,288,469,282,11.783988514976622,11.783988514976622,33360.0,33273.56880733945,33169.0
186,61,69,438,176,447,185,442,180,9.337473201948237,9.337473201948237,33097.0,33076.75362318841,33063.0
192,61,109,488,157,499,168,493,162,11.783988514976622,11.783988514976622,33181.0,33140.00917431193,33090.0
193,61,69,479,188,488,197,483,192,9.337473201948237,9.337473201948237,33176.0,33144.31884057971,33114.0
195,61,145,606,190,619,203,612,196,13.57482456862576,13.57482456862576,33417.0,33338.627586206894,33237.0
196,61,145,615,174,628,187,621,180,13.57482456862576,13.57482456862576,33410.0,33301.95862068966,33177.0
199,61,69,412,379,421,388,416,383,9.337473201948237,9.337473201948237,34325.0,33814.159420289856,33506.0
202,61,193,478,334,493,349,485,341,15.675465136763439,15.675465136763439,33723.0,33580.82901554404,33467.0
203,61,193,435,334,450,349,442,341,15.675465136763439,15.675465136763439,33730.0,33565.30569948186,33229.0
208,61,249,419,454,436,471,427,462,17.809342794248536,17.809342794248536,33381.0,33311.333333333336,33259.0
211,61,158,477,509,490,523,483,516,14.677977993398258,13.694681588027827,33343.0,33292.582278481015,33243.0
212,61,193,467,473,482,488,474,480,15.675465136763439,15.675465136763439,33394.0,33312.91709844559,33228.0
221,61,249,405,505,422,522,413,513,17.809342794248536,17.809342794248536,33362.0,33298.94779116466,33232.0
230,61,249,412,581,429,598,420,589,17.809342794248536,17.809342794248536,33281.0,33246.82730923695,33199.0
231,61,249,373,543,390,560,381,551,17.809342794248536,17.809342794248536,33295.0,33251.08032128514,33182.0
233,61,193,448,516,463,531,455,523,15.675465136763439,15.675465136763439,33370.0,33312.83937823834,33261.0
234,61,193,452,579,467,594,459,586,15.675465136763439,15.675465136763439,33372.0,33312.678756476686,33234.0
262,61,193,562,898,577,913,569,905,15.675465136763439,15.675465136763439,33589.0,33480.0518134715,33333.0
263,61,145,473,930,486,943,479,936,13.57482456862576,13.57482456862576,33679.0,33535.793103448275,33380.0
265,61,193,501,959,516,974,508,966,15.675465136763439,15.675465136763439,33521.0,33423.720207253886,33352.0
266,61,145,538,926,551,939,544,932,13.57482456862576,13.57482456862576,33541.0,33480.496551724136,33374.0
275,61,69,560,989,569,998,564,993,9.337473201948237,9.337473201948237,33528.0,33460.86956521739,33388.0
276,61,168,587,945,601,959,593,951,14.944341180973263,14.310296310659197,33494.0,33407.55357142857,33312.0
278,61,145,515,1002,528,1015,521,1008,13.57482456862576,13.57482456862576,33616.0,33535.503448275864,33447.0
279,61,145,537,963,550,976,543,969,13.57482456862576,13.57482456862576,33694.0,33583.95172413793,33446.0
293,61,69,393,1072,402,1081,397,1076,9.337473201948237,9.337473201948237,34128.0,33881.608695652176,33417.0
294,61,145,397,1039,410,1052,403,1045,13.57482456862576,13.57482456862576,34083.0,33961.88275862069,33771.0
296,61,193,407,995,422,1010,414,1002,15.675465136763439,15.675465136763439,33742.0,33575.96373056995,33409.0
297,61,193,378,996,393,1011,385,1003,15.675465136763439,15.675465136763439,33849.0,33655.20207253886,33446.0
299,61,109,435,1052,446,1063,440,1057,11.783988514976622,11.783988514976622,34016.0,33848.64220183486,33583.0
300,61,109,439,1023,450,1034,444,1028,11.783988514976622,11.783988514976622,33937.0,33735.68807339449,33462.0
303,61,145,356,1024,369,1037,362,1030,13.57482456862576,13.57482456862576,34109.0,33884.30344827586,33575.0
