id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
8,74,305,176,442,195,461,185,451,19.710694442607448,19.710694442607448,34706.0,34393.80327868852,34053.0
9,74,249,109,470,126,487,117,478,17.809342794248536,17.809342794248536,35055.0,34589.26506024096,34099.0
14,74,249,37,219,54,236,45,227,17.809342794248536,17.809342794248536,33632.0,33511.29317269076,33379.0
15,74,208,36,168,47,192,41,180,26.39777471555309,10.35874364720755,33726.0,33563.85096153846,33415.0
18,74,259,44,269,63,288,52,277,23.81192681065284,14.209535932236612,33550.0,33437.65637065637,33277.0
19,74,235,62,195,75,216,68,205,23.144415985936586,13.12959817321413,33463.0,33375.92765957447,33258.0
20,74,353,17,248,46,261,31,254,31.65679981464092,14.411201183341458,33687.0,33524.096317280455,33205.0
21,74,387,4,265,30,283,17,274,28.280299709122033,18.035884984767193,33613.0,33445.53488372093,33226.0
36,74,193,93,411,108,426,100,418,15.675465136763439,15.675465136763439,33628.0,33489.82901554404,33395.0
37,74,328,149,417,173,435,160,425,26.751037390830774,15.828678998062783,33901.0,33693.47256097561,33185.0
39,74,313,144,389,166,406,154,398,24.095500938416382,16.86565830170342,33993.0,33792.00638977636,33467.0
40,74,273,181,369,198,388,189,378,20.181962205174205,17.253573889282293,34048.0,33832.908424908426,33633.0
43,74,376,162,483,182,506,172,494,24.84406645355159,19.29565128051981,35168.0,34624.3085106383,33732.0
44,74,352,137,497,156,519,146,508,23.401559939775822,19.178431643879634,35404.0,34717.51136363636,33900.0
45,74,369,122,299,147,317,134,307,27.00664657340051,17.58834119510042,33449.0,33359.628726287265,33240.0
46,74,344,74,344,94,366,83,354,24.93105753547326,18.277970444948032,33501.0,33346.24127906977,33115.0
48,74,193,165,325,180,340,172,332,15.675465136763439,15.675465136763439,33484.0,33383.48704663212,33299.0
49,74,193,114,352,129,367,121,359,15.675465136763439,15.675465136763439,33512.0,33400.16062176166,33305.0
50,74,432,367,197,388,222,376,209,27.173144727994735,20.448402893627016,34117.0,33826.09953703704,33579.0
53,74,347,337,223,358,243,348,232,22.652612710852747,19.84556597368645,33852.0,33649.048991354466,33227.0
54,74,305,304,292,323,311,313,301,19.710694442607448,19.710694442607448,33930.0,33695.04262295082,33502.0
58,74,343,262,275,281,296,271,285,21.904643596249567,19.966152116036273,33973.0,33670.92128279883,33478.0
59,74,408,265,241,287,264,275,251,26.62417333911472,19.95899995700354,33493.0,33372.25490196078,33282.0
66,74,333,314,341,330,365,322,353,25.682351584640124,16.633455650811474,33592.0,33487.24324324324,33287.0
68,74,69,256,359,265,368,260,363,9.337473201948237,9.337473201948237,33513.0,33415.536231884056,33316.0
69,74,109,245,335,256,346,250,340,11.783988514976622,11.783988514976622,33381.0,33290.779816513765,33112.0
80,74,354,145,785,170,803,157,793,26.96972632804203,17.06046897129383,34122.0,33830.706214689264,33399.0
82,74,288,174,759,192,779,182,768,21.874244686870494,16.771857295979352,34149.0,33894.32638888889,33640.0
84,74,249,187,781,204,798,195,789,17.809342794248536,17.809342794248536,34326.0,33924.847389558236,33320.0
85,74,276,216,755,232,777,224,766,23.97766057808507,15.004912781115214,33988.0,33771.137681159424,33510.0
88,74,324,217,802,236,822,226,812,20.804795268707633,19.84632316601432,34320.0,34141.52469135803,33780.0
91,74,220,145,869,161,887,153,878,20.854254815444996,13.618845349532128,34078.0,33909.35,33594.0
93,74,193,189,831,204,846,196,838,15.675465136763439,15.675465136763439,34054.0,33863.896373056996,33537.0
96,74,252,163,972,180,992,171,981,23.142118756327935,14.005610628871784,34839.0,34362.583333333336,33427.0
97,74,109,170,920,181,931,175,925,11.783988514976622,11.783988514976622,35951.0,35277.95412844037,34184.0
100,74,342,235,954,259,975,247,964,28.392031164586307,15.458759353347231,34304.0,33962.98245614035,33330.0
101,74,296,252,973,270,995,260,983,24.686344942911415,15.45714420220355,34313.0,34046.48648648649,33559.0
107,74,338,263,866,286,884,274,875,24.645955744151536,17.50042575454988,33573.0,33427.63905325444,33284.0
108,74,361,219,874,238,900,228,886,29.131782488655464,16.135494695433273,33541.0,33417.468144044324,33150.0
110,74,291,174,931,194,950,184,941,23.97565930972927,16.17407722167057,33373.0,33268.73195876289,33102.0
111,74,249,188,892,205,909,196,900,17.809342794248536,17.809342794248536,33315.0,33250.2891566265,33195.0
117,74,319,225,915,241,940,233,927,27.108694487998978,15.209637980435762,33460.0,33352.8275862069,33237.0
118,74,241,194,962,211,980,202,970,20.298360078772152,15.163015550018777,33484.0,33407.70954356847,33334.0
120,74,253,264,891,287,904,275,897,25.41949559387476,13.030061517060481,33560.0,33418.166007905136,33167.0
121,74,253,254,918,273,936,263,926,22.877716136841773,14.207766045683933,33629.0,33460.229249011856,33279.0
131,74,109,419,41,430,52,424,46,11.783988514976622,11.783988514976622,34087.0,33817.61467889908,33529.0
132,74,109,399,41,410,52,404,46,11.783988514976622,11.783988514976622,34062.0,33903.522935779816,33677.0
135,74,330,454,117,480,133,467,124,28.233720991658654,15.019641620575912,34260.0,33958.03636363636,33409.0
136,74,263,435,137,460,148,447,142,27.756683160565956,12.297948760920894,34592.0,34232.17490494296,33621.0
139,74,528,404,74,439,94,421,83,38.208178468844,17.93658632112402,34064.0,33781.393939393936,33441.0
140,74,587,477,38,509,64,493,50,36.767148024303374,20.660899918901002,33918.0,33725.44633730835,33481.0
146,74,286,495,93,516,112,505,102,24.412046267640193,14.975728626827753,34513.0,34003.33916083916,33220.0
147,74,223,544,105,563,118,553,111,20.27612083790151,14.07730100507352,34162.0,33867.86995515695,33670.0
149,74,145,505,140,518,153,511,146,13.57482456862576,13.57482456862576,34515.0,34216.45517241379,33730.0
150,74,109,523,133,534,144,528,138,11.783988514976622,11.783988514976622,34807.0,34441.34862385321,33969.0
156,74,145,600,152,613,165,606,158,13.57482456862576,13.57482456862576,33931.0,33734.213793103445,33549.0
157,74,223,592,129,611,143,601,135,21.122471326810015,13.686516874282564,33822.0,33598.2197309417,33353.0
159,74,109,555,152,566,163,560,157,11.783988514976622,11.783988514976622,33870.0,33696.50458715596,33562.0
160,74,117,514,171,525,184,519,177,14.03398161254192,10.661882941367729,34176.0,33925.23931623931,33629.0
167,74,109,570,224,581,235,575,229,11.783988514976622,11.783988514976622,33654.0,33528.50458715596,33418.0
168,74,109,558,186,569,197,563,191,11.783988514976622,11.783988514976622,33539.0,33435.81651376147,33300.0
172,74,249,536,60,553,77,544,68,17.809342794248536,17.809342794248536,33359.0,33291.670682730924,33220.0
174,74,109,597,61,608,72,602,66,11.783988514976622,11.783988514976622,33136.0,33100.14678899082,33065.0
175,74,188,590,96,605,111,597,103,16.46143138989606,14.537848076965108,33199.0,33137.98936170213,33096.0
180,74,145,477,264,490,277,483,270,13.57482456862576,13.57482456862576,33353.0,33278.606896551726,33176.0
182,74,145,508,210,521,223,514,216,13.57482456862576,13.57482456862576,33660.0,33534.71034482759,33321.0
183,74,109,501,228,512,239,506,233,11.783988514976622,11.783988514976622,33579.0,33470.706422018346,33341.0
185,74,109,460,274,471,285,465,279,11.783988514976622,11.783988514976622,33386.0,33306.53211009174,33184.0
186,74,69,438,173,447,182,442,177,9.337473201948237,9.337473201948237,33140.0,33102.76811594203,33076.0
192,74,69,511,190,520,199,515,194,9.337473201948237,9.337473201948237,33227.0,33185.72463768116,33121.0
193,74,78,459,207,468,217,463,212,10.441534419118726,9.457055431575805,33190.0,33151.60256410256,33107.0
195,74,145,598,197,611,210,604,203,13.57482456862576,13.57482456862576,33373.0,33294.83448275862,33212.0
196,74,145,620,182,633,195,626,188,13.57482456862576,13.57482456862576,33343.0,33266.979310344825,33199.0
199,74,69,418,401,427,410,422,405,9.337473201948237,9.337473201948237,36863.0,35242.04347826087,33225.0
202,74,223,482,338,497,355,489,346,17.88854381999832,15.90103925305998,33840.0,33674.71300448431,33489.0
203,74,193,439,335,454,350,446,342,15.675465136763439,15.675465136763439,33898.0,33731.37823834197,33565.0
208,74,249,414,442,431,459,422,450,17.809342794248536,17.809342794248536,33376.0,33309.77108433735,33255.0
211,74,208,490,534,506,549,498,541,16.779107888635245,15.796786430741587,33382.0,33296.63942307692,33218.0
212,74,249,470,460,487,477,478,468,17.809342794248536,17.809342794248536,33463.0,33344.353413654615,33256.0
221,74,343,400,499,419,520,409,509,21.904643596249567,19.966152116036273,33436.0,33359.102040816324,33268.0
230,74,266,408,578,425,596,416,586,18.912541091199664,17.928848513570426,33331.0,33285.95864661654,33227.0
231,74,305,368,537,387,556,377,546,19.710694442607448,19.710694442607448,33361.0,33291.95737704918,33235.0
233,74,249,442,505,459,522,450,513,17.809342794248536,17.809342794248536,33385.0,33310.79518072289,33235.0
234,74,249,461,583,478,600,469,591,17.809342794248536,17.809342794248536,33398.0,33330.638554216865,33242.0
262,74,249,563,885,580,902,571,893,17.809342794248536,17.809342794248536,33675.0,33553.14859437751,33430.0
263,74,145,472,929,485,942,478,935,13.57482456862576,13.57482456862576,33653.0,33534.910344827586,33369.0
265,74,249,486,961,503,978,494,969,17.809342794248536,17.809342794248536,33538.0,33436.17670682731,33305.0
266,74,145,539,922,552,935,545,928,13.57482456862576,13.57482456862576,33560.0,33471.94482758621,33360.0
275,74,171,553,992,566,1007,559,999,15.788070113054884,13.795498884552316,33656.0,33500.584795321636,33348.0
276,74,145,588,947,601,960,594,953,13.57482456862576,13.57482456862576,33668.0,33506.16551724138,33370.0
278,74,193,503,1008,518,1023,510,1015,15.675465136763439,15.675465136763439,33671.0,33573.38860103627,33433.0
279,74,193,528,959,543,974,535,966,15.675465136763439,15.675465136763439,33633.0,33532.12953367876,33417.0
293,74,109,390,1070,401,1081,395,1075,11.783988514976622,11.783988514976622,34295.0,34092.48623853211,33612.0
294,74,109,404,1038,415,1049,409,1043,11.783988514976622,11.783988514976622,34363.0,34101.7247706422,33759.0
296,74,193,405,997,420,1012,412,1004,15.675465136763439,15.675465136763439,33802.0,33645.585492227976,33529.0
297,74,193,366,990,381,1005,373,997,15.675465136763439,15.675465136763439,33861.0,33662.68393782384,33488.0
299,74,69,433,1055,442,1064,437,1059,9.337473201948237,9.337473201948237,34119.0,33907.434782608696,33612.0
300,74,145,432,1016,445,1029,438,1022,13.57482456862576,13.57482456862576,33919.0,33758.8,33434.0
303,74,193,351,1025,366,1040,358,1032,15.675465136763439,15.675465136763439,34038.0,33739.248704663216,33320.0
304,74,145,356,1057,369,1070,362,1063,13.57482456862576,13.57482456862576,33694.0,33630.95862068966,33531.0
310,74,109,355,806,366,817,360,811,11.783988514976622,11.783988514976622,33336.0,33292.87155963303,33205.0
311,74,145,313,791,326,804,319,797,13.57482456862576,13.57482456862576,33281.0,33242.22068965517,33194.0
313,74,69,405,790,414,799,409,794,9.337473201948237,9.337473201948237,33943.0,33775.057971014496,33626.0
314,74,69,379,777,388,786,383,781,9.337473201948237,9.337473201948237,34074.0,33905.23188405797,33775.0
321,74,145,412,748,425,761,418,754,13.57482456862576,13.57482456862576,33461.0,33361.77931034483,33301.0
322,74,193,367,732,382,747,374,739,15.675465136763439,15.675465136763439,33389.0,33328.05699481865,33267.0
324,74,69,320,769,329,778,324,773,9.337473201948237,9.337473201948237,33131.0,33108.10144927536,33087.0
325,74,69,338,753,347,762,342,757,9.337473201948237,9.337473201948237,33142.0,33120.17391304348,33098.0
331,74,145,645,425,658,438,651,431,13.57482456862576,13.57482456862576,34296.0,34049.275862068964,33703.0
332,74,145,608,431,621,444,614,437,13.57482456862576,13.57482456862576,34096.0,33928.668965517245,33714.0
