id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,13,335,165,462,192,477,178,469,29.293179134451616,14.731060853104818,35006.0,34554.33134328358,34197.0
12,13,266,22,172,40,192,30,182,23.88126833674807,14.449935335444648,33519.0,33397.796992481206,33137.0
16,13,305,52,226,71,245,61,235,19.710694442607448,19.710694442607448,33470.0,33375.78360655738,33275.0
24,13,383,30,663,50,686,40,674,24.674300455465755,19.82230044671527,33817.0,33654.34725848564,33441.0
28,13,278,149,348,162,373,155,360,27.300787732590923,13.10209399816077,33409.0,33324.74100719424,33208.0
29,13,233,107,345,127,358,116,351,22.010588214444617,13.720042410625707,33457.0,33356.510729613736,33271.0
32,13,334,140,418,161,438,149,429,24.129924529842924,18.439227847846457,34011.0,33755.467065868266,33317.0
33,13,274,170,381,189,400,179,390,22.497498908059484,15.56286899414017,33858.0,33697.89781021898,33573.0
41,13,395,138,499,164,519,150,509,28.804554235714555,17.587438465174976,35223.0,34618.51898734177,34044.0
50,13,356,293,229,315,248,304,238,23.463489845389297,19.391036650970662,34115.0,33863.77247191011,33654.0
51,13,487,309,263,336,285,322,273,28.47882778487773,21.87365307823282,34104.0,33835.279260780284,33526.0
55,13,294,285,282,300,307,292,294,28.032988322339303,13.80805793572847,33266.0,33193.62925170068,33145.0
63,13,330,296,340,316,360,306,350,22.223622259563495,18.92025841267835,33219.0,33173.0,33116.0
78,13,45,199,798,204,807,201,802,10.327955589886445,5.656854249492381,36863.0,36334.57777777778,34652.0
79,13,45,168,797,175,804,171,800,7.542472332656507,7.542472332656507,36863.0,35774.91111111111,33681.0
86,13,305,202,828,221,847,211,837,19.710694442607448,19.710694442607448,34633.0,34349.7737704918,34018.0
94,13,249,176,947,193,964,184,955,17.809342794248536,17.809342794248536,34354.0,34053.63453815261,33757.0
98,13,305,219,966,238,985,228,975,19.710694442607448,19.710694442607448,34427.0,34132.54426229508,33633.0
104,13,145,240,895,253,908,246,901,13.57482456862576,13.57482456862576,33244.0,33202.40689655172,33152.0
105,13,143,208,935,215,956,211,945,23.62883150563477,7.858895454339481,33267.0,33211.79020979021,33155.0
114,13,175,271,900,282,917,276,908,18.5903200617956,12.117519783944473,33262.0,33191.93714285714,33148.0
115,13,301,239,926,252,951,245,938,27.08814208949121,14.313063521671916,33217.0,33177.27242524917,33126.0
125,13,377,444,71,462,100,452,85,32.148676887695586,15.155741807616058,34426.0,33974.91777188329,33598.0
133,13,305,462,111,481,130,471,120,19.710694442607448,19.710694442607448,34678.0,34138.43606557377,33671.0
137,13,410,486,45,513,63,499,54,28.814051756014162,18.405015390880845,33966.0,33742.01463414634,33540.0
143,13,171,521,130,536,143,528,136,15.788070113054884,13.795498884552316,34782.0,34318.63157894737,33635.0
144,13,193,543,99,558,114,550,106,15.675465136763439,15.675465136763439,34109.0,33829.07772020726,33531.0
153,13,249,573,136,590,153,581,144,17.809342794248536,17.809342794248536,33774.0,33603.867469879515,33378.0
154,13,193,532,187,547,202,539,194,15.675465136763439,15.675465136763439,33757.0,33636.279792746114,33545.0
163,13,145,603,186,616,199,609,192,13.57482456862576,13.57482456862576,33782.0,33631.8275862069,33464.0
164,13,145,584,197,597,210,590,203,13.57482456862576,13.57482456862576,34006.0,33702.675862068965,33520.0
169,13,193,565,45,580,60,572,52,15.675465136763439,15.675465136763439,33150.0,33102.87046632124,33069.0
179,13,109,501,219,512,230,506,224,11.783988514976622,11.783988514976622,33224.0,33178.78899082569,33135.0
180,13,69,489,246,498,255,493,250,9.337473201948237,9.337473201948237,33259.0,33211.884057971016,33114.0
186,13,69,468,183,477,192,472,187,9.337473201948237,9.337473201948237,33127.0,33093.188405797104,33073.0
188,13,69,497,166,506,175,501,170,9.337473201948237,9.337473201948237,33109.0,33080.69565217391,33056.0
189,13,69,484,17,493,26,488,21,9.337473201948237,9.337473201948237,34093.0,33859.75362318841,33361.0
197,13,145,426,365,439,378,432,371,13.57482456862576,13.57482456862576,33917.0,33759.393103448274,33544.0
200,13,109,457,345,468,356,462,350,11.783988514976622,11.783988514976622,33996.0,33873.8623853211,33685.0
207,13,145,420,485,433,498,426,491,13.57482456862576,13.57482456862576,33801.0,33674.51724137931,33469.0
220,13,78,458,485,467,495,462,490,10.441534419118726,9.457055431575805,33776.0,33577.41025641026,33395.0
