id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
8,50,285,164,445,184,461,173,453,21.836547981669522,16.890434720521093,34860.0,34426.30877192983,34134.0
9,50,340,111,464,128,486,119,475,23.852560011448926,18.39754431862011,34586.0,34258.82941176471,33532.0
14,50,214,39,207,56,222,47,214,19.225835800247708,14.427904397701303,33611.0,33506.995327102806,33377.0
15,50,149,29,165,42,181,35,173,18.035939339738423,10.562614126327688,33660.0,33554.45637583893,33405.0
18,50,260,54,257,73,276,63,266,23.844266432876335,14.064326425557464,33460.0,33362.13846153846,33143.0
19,50,239,57,185,74,203,65,193,21.199885204999497,14.610873739346458,33431.0,33324.58158995816,33185.0
20,50,343,15,228,40,248,27,237,28.66082887408585,15.32148260123161,33507.0,33387.05539358601,33212.0
36,50,145,94,405,107,418,100,411,13.57482456862576,13.57482456862576,33641.0,33557.020689655175,33477.0
37,50,304,146,414,169,430,156,422,25.06731001927735,15.79974280896909,33663.0,33532.87828947369,33307.0
39,50,175,157,382,168,399,162,390,18.5903200617956,12.117519783944473,34026.0,33806.37142857143,33623.0
40,50,145,193,377,206,390,199,383,13.57482456862576,13.57482456862576,33989.0,33822.68965517241,33579.0
43,50,287,171,489,186,512,178,500,24.691097804194207,14.878778899770499,34928.0,34518.95121951219,33337.0
44,50,249,145,491,162,508,153,499,17.809342794248536,17.809342794248536,34843.0,34613.208835341364,34247.0
45,50,109,130,314,141,325,135,319,11.783988514976622,11.783988514976622,33335.0,33263.68807339449,33226.0
46,50,145,86,345,99,358,92,351,13.57482456862576,13.57482456862576,33361.0,33287.65517241379,33232.0
48,50,109,157,340,168,351,162,345,11.783988514976622,11.783988514976622,33775.0,33542.963302752294,33302.0
49,50,145,129,350,142,363,135,356,13.57482456862576,13.57482456862576,33639.0,33518.0,33414.0
50,50,349,378,210,394,237,385,223,29.502959655907883,15.369922859001242,34227.0,33870.83954154728,33619.0
53,50,298,328,227,347,246,337,236,22.543205697369324,17.263380822040414,33830.0,33650.895973154365,33292.0
54,50,281,312,284,332,301,322,292,21.892343368532806,16.45616500514002,33857.0,33608.935943060496,33438.0
58,50,364,260,272,281,294,270,283,25.10277589010584,18.63413294722043,33353.0,33255.546703296706,33145.0
59,50,265,260,228,276,249,267,237,23.6453362006996,15.096654248949031,33275.0,33221.57358490566,33114.0
65,50,249,256,340,273,357,264,348,17.809342794248536,17.809342794248536,33179.0,33139.180722891564,33100.0
