id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,8,376,164,459,194,474,179,466,32.736408100749735,14.946992268371734,35257.0,34486.22872340425,34001.0
12,8,234,25,175,39,195,32,185,22.208007475909486,13.791189538285476,33450.0,33373.07692307692,33187.0
16,8,422,44,228,68,249,55,239,26.142880241583253,21.021460555094695,33505.0,33352.53317535545,33098.0
24,8,313,29,661,47,681,38,670,21.16667428526357,18.877791331116157,33909.0,33712.42811501597,33509.0
28,8,204,162,347,176,368,169,357,22.84628128588785,12.102731620693012,33538.0,33393.31862745098,33271.0
29,8,248,125,342,140,361,132,351,20.220832236011393,15.733070080290899,33474.0,33374.35887096774,33286.0
32,8,317,148,415,169,433,157,424,22.767017619732247,18.117455011267477,34059.0,33748.65930599369,33239.0
33,8,230,179,384,190,406,184,394,24.313174099294578,12.24673869630818,33944.0,33719.81304347826,33554.0
41,8,381,142,498,164,520,152,509,25.671642975001284,19.047540838164135,35093.0,34523.178477690286,33782.0
50,8,313,274,232,294,250,283,241,21.166674285263568,18.877791331116153,34163.0,33898.43769968051,33600.0
51,8,368,316,268,340,285,328,276,25.622680170708815,18.406048155311673,34199.0,33937.32065217391,33606.0
55,8,288,281,288,294,314,287,301,28.749408883311624,13.067047234477416,33262.0,33189.569444444445,33135.0
63,8,313,291,340,316,358,303,349,28.757502427003516,14.277376591199783,33243.0,33183.281150159746,33116.0
76,8,310,187,804,210,821,199,813,25.177344626541007,16.04220779630734,34520.0,34144.75161290322,33587.0
86,8,193,215,838,230,853,222,845,15.675465136763439,15.675465136763439,34964.0,34607.19170984456,34303.0
94,8,193,177,946,192,961,184,953,15.675465136763439,15.675465136763439,34337.0,34082.0103626943,33846.0
98,8,305,210,960,229,979,219,969,19.710694442607448,19.710694442607448,34356.0,34096.78360655738,33781.0
104,8,69,247,894,254,906,250,899,13.808439605956098,6.5363094292017,33912.0,33546.391304347824,33128.0
105,8,59,221,913,227,924,223,918,12.390044422858015,6.1284851610172995,33895.0,33562.898305084746,33132.0
114,8,164,258,916,269,932,263,924,17.44957893125358,12.081027254012595,33272.0,33207.85365853659,33136.0
115,8,154,235,935,247,954,241,943,21.762629452249378,10.072885095115616,33283.0,33229.27922077922,33169.0
125,8,313,449,76,466,100,457,87,26.456099763085312,15.226868782829621,34158.0,33881.725239616615,33554.0
133,8,410,462,111,488,129,475,120,27.785976222582335,18.938848681152912,34318.0,33942.51219512195,33443.0
137,8,383,492,42,519,59,505,50,29.11353211410621,16.939924708048405,33988.0,33757.52219321149,33404.0
143,8,145,498,125,511,138,504,131,13.57482456862576,13.57482456862576,34277.0,34052.06206896552,33796.0
144,8,252,542,115,555,137,548,125,24.272505311645244,13.609625385355528,34113.0,33833.99206349206,33545.0
153,8,228,569,151,581,172,575,161,23.29373291281515,12.739718885151044,34410.0,33881.70175438596,33103.0
154,8,145,540,167,553,180,546,173,13.57482456862576,13.57482456862576,34287.0,33868.71034482759,33527.0
163,8,109,604,196,615,207,609,201,11.783988514976622,11.783988514976622,33887.0,33779.89908256881,33608.0
164,8,120,584,195,595,207,589,200,12.909944487358056,11.865917579353061,34023.0,33840.36666666667,33583.0
169,8,193,565,41,580,56,572,48,15.675465136763439,15.675465136763439,33160.0,33120.321243523314,33082.0
177,8,145,486,227,499,240,492,233,13.57482456862576,13.57482456862576,33392.0,33241.668965517245,33103.0
186,8,145,478,184,491,197,484,190,13.57482456862576,13.57482456862576,33121.0,33087.510344827584,33061.0
189,8,193,487,15,502,30,494,22,15.675465136763439,15.675465136763439,34525.0,34080.497409326425,33225.0
197,8,145,423,358,436,371,429,364,13.57482456862576,13.57482456862576,33903.0,33716.0,33510.0
200,8,109,456,341,467,352,461,346,11.783988514976622,11.783988514976622,34045.0,33846.935779816515,33675.0
204,8,305,440,485,459,504,449,494,19.710694442607448,19.710694442607448,33862.0,33718.88524590164,33500.0
225,8,145,431,532,444,545,437,538,13.57482456862576,13.57482456862576,33919.0,33774.42068965517,33614.0
257,8,305,540,930,559,949,549,939,19.710694442607448,19.710694442607448,34102.0,33942.52131147541,33781.0
270,8,145,549,971,562,984,555,977,13.57482456862576,13.57482456862576,34121.0,33918.441379310345,33692.0
284,8,158,384,1013,397,1027,390,1020,14.677977993398258,13.694681588027827,34579.0,34346.57594936709,34017.0
288,8,145,406,1036,419,1049,412,1042,13.57482456862576,13.57482456862576,34392.0,34153.07586206897,33895.0
305,8,145,338,777,351,790,344,783,13.57482456862576,13.57482456862576,33177.0,33141.73103448276,33096.0
315,8,145,365,758,378,771,371,764,13.57482456862576,13.57482456862576,33144.0,33117.18620689655,33093.0
328,8,109,650,355,661,366,655,360,11.783988514976622,11.783988514976622,34888.0,34542.33944954129,33798.0
329,8,109,620,383,631,394,625,388,11.783988514976622,11.783988514976622,35095.0,34441.00917431193,33712.0
335,8,45,668,378,675,385,671,381,7.542472332656507,7.542472332656507,34498.0,34368.822222222225,34136.0
336,8,45,658,408,665,415,661,411,7.542472332656507,7.542472332656507,34299.0,34102.62222222222,33891.0
353,8,145,667,263,680,276,673,269,13.57482456862576,13.57482456862576,33191.0,33156.71034482759,33117.0
363,8,69,499,881,508,890,503,885,9.337473201948237,9.337473201948237,33127.0,33102.31884057971,33080.0
366,8,69,501,903,510,912,505,907,9.337473201948237,9.337473201948237,33126.0,33088.72463768116,33063.0
